id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass
206,59,9827,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
207,59,9827,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
208,59,9827,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Contain,Normal,Cover
209,59,9827,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
210,22,9789,2/22/2010 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Normal,Free Form,Medium,Double,Normal,Offside Trap
211,22,9789,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Double,Normal,Cover
212,22,9789,2/22/2012 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Double,Normal,Cover
213,22,9789,9/20/2013 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Organised,Medium,Double,Normal,Cover
214,22,9789,9/19/2014 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Double,Normal,Cover
215,22,9789,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Risky,Normal,Normal,Free Form,Medium,Double,Normal,Cover
216,23,9788,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
217,23,9788,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
218,23,9788,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
219,23,9788,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Little,Free Form,Deep,Press,Normal,Cover
220,23,9788,9/19/2014 0:00,Slow,Normal,Short,Organised,Normal,Little,Normal,Free Form,Medium,Press,Normal,Cover
221,23,9788,9/10/2015 0:00,Slow,Normal,Short,Organised,Normal,Little,Normal,Free Form,Medium,Press,Normal,Cover
222,111376,4170,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,High,Press,Wide,Offside Trap
223,111376,4170,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
224,111376,4170,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
225,1943,8678,2/22/2010 0:00,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,High,Double,Wide,Cover
226,1943,8678,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Little,Normal,Organised,Deep,Press,Normal,Cover
227,1943,8678,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
228,1943,8678,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
229,1943,8678,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
230,1943,8678,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
231,1896,10264,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Narrow,Cover
232,1896,10264,2/22/2011 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
233,1896,10264,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
234,1896,10264,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
235,1896,10264,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
236,1896,10264,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
237,190,9858,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Lots,Free Form,Medium,Contain,Normal,Offside Trap
238,190,9858,2/22/2011 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
239,190,9858,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Cover
240,190,9858,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Free Form,Medium,Press,Normal,Cover
241,190,9858,9/19/2014 0:00,Balanced,Normal,Short,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Cover
242,190,9858,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
243,378,8521,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,High,Double,Wide,Cover
244,378,8521,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
245,378,8521,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
246,378,8521,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
247,378,8521,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
248,378,8521,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
249,1796,8191,2/22/2010 0:00,Fast,Little,Mixed,Organised,Risky,Lots,Lots,Organised,Medium,Double,Wide,Cover
250,1796,8191,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Deep,Press,Normal,Cover
251,1796,8191,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
252,1796,8191,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
253,1796,8191,9/19/2014 0:00,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
254,1796,8191,9/10/2015 0:00,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
255,210,7819,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,High,Press,Wide,Cover
256,210,7819,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
257,210,7819,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
258,210,7819,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
259,210,7819,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
260,210,7819,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
261,1842,8529,2/22/2010 0:00,Balanced,Little,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Cover
262,1842,8529,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
263,1842,8529,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
264,1842,8529,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
265,1842,8529,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Safe,Normal,Lots,Organised,Medium,Press,Normal,Cover
266,1842,8529,9/10/2015 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,Medium,Press,Normal,Offside Trap
267,647,7788,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
268,647,7788,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
269,1961,8344,2/22/2010 0:00,Balanced,Little,Long,Organised,Risky,Lots,Lots,Organised,High,Double,Wide,Cover
270,1961,8344,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
271,1961,8344,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
272,1961,8344,9/20/2013 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
273,1961,8344,9/19/2014 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
274,1961,8344,9/10/2015 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
275,112409,208931,9/19/2014 0:00,Slow,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
276,112409,208931,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Risky,Normal,Normal,Organised,Deep,Press,Normal,Cover
277,110364,8530,2/22/2010 0:00,Balanced,Little,Short,Organised,Safe,Little,Normal,Organised,Medium,Press,Normal,Cover
278,110364,8530,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
279,110364,8530,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
280,110364,8530,9/20/2013 0:00,Fast,Little,Mixed,Free Form,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
281,110364,8530,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Double,Normal,Cover
282,110364,8530,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
283,450,9910,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Lots,Organised,Medium,Contain,Normal,Offside Trap
284,450,9910,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
285,450,9910,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Wide,Cover
286,450,9910,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Free Form,Medium,Press,Wide,Cover
287,450,9910,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
288,450,9910,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
289,78,9925,2/22/2010 0:00,Fast,Little,Long,Organised,Normal,Lots,Lots,Organised,Medium,Double,Wide,Cover
290,78,9925,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Wide,Cover
291,78,9925,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
292,78,9925,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
293,78,9925,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
294,78,9925,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
295,1750,9984,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Wide,Cover
296,1750,9984,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Risky,Normal,Normal,Organised,Medium,Press,Wide,Cover
297,1750,9984,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
298,1750,9984,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Free Form,Medium,Press,Normal,Cover
299,1750,9984,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
300,1750,9984,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
301,110915,9880,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Medium,Contain,Normal,Cover
302,110915,9880,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
303,110915,9880,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
304,110915,9880,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
305,110915,9880,9/19/2014 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
306,110915,9880,9/10/2015 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
307,5,8455,2/22/2010 0:00,Fast,Little,Mixed,Free Form,Normal,Lots,Lots,Free Form,Deep,Press,Normal,Cover
308,5,8455,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Cover
309,5,8455,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
310,5,8455,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
311,5,8455,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
312,5,8455,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
313,192,8533,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Double,Normal,Offside Trap
314,192,8533,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Double,Normal,Cover
315,192,8533,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
316,192,8533,9/20/2013 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Free Form,Deep,Press,Normal,Cover
317,192,8533,9/19/2014 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
318,192,8533,9/10/2015 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
319,231,8342,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Double,Wide,Cover
320,231,8342,2/22/2011 0:00,Fast,Little,Mixed,Free Form,Risky,Normal,Normal,Free Form,Medium,Press,Normal,Cover
321,231,8342,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
322,231,8342,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
323,231,8342,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
324,231,8342,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
325,1867,7869,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Medium,Contain,Normal,Cover
326,1867,7869,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
327,1867,7869,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
328,1867,7869,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
329,1867,7869,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
330,1867,7869,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
331,110747,2186,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,High,Double,Normal,Cover
332,110747,2186,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Contain,Normal,Cover
333,110747,2186,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Cover
334,110747,2186,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Cover
335,110747,2186,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Cover
336,1799,9826,2/22/2010 0:00,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
337,1799,9826,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Narrow,Cover
338,1799,9826,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Contain,Normal,Cover
339,1799,9826,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Contain,Normal,Cover
340,1799,9826,9/19/2014 0:00,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
341,1799,9826,9/10/2015 0:00,Balanced,Normal,Long,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
342,110502,8262,9/10/2015 0:00,Balanced,Normal,Long,Organised,Normal,Lots,Normal,Organised,Deep,Press,Normal,Cover
343,635,8526,2/22/2011 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
344,635,8526,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
345,242,9783,2/22/2010 0:00,Slow,Little,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
346,242,9783,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Wide,Cover
347,242,9783,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
348,242,9783,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
349,242,9783,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
350,242,9783,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
351,110569,9836,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Narrow,Offside Trap
352,110569,9836,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
353,110569,9836,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
354,110569,9836,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
355,110569,9836,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
356,110569,9836,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
357,180,8284,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
358,180,8284,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Cover
359,181,9938,2/22/2010 0:00,Fast,Little,Long,Organised,Normal,Lots,Lots,Organised,Medium,Double,Wide,Cover
360,181,9938,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Organised,Medium,Press,Normal,Cover
361,181,9938,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
362,181,9938,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
363,181,9938,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
364,181,9938,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
365,182,8457,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
366,467,8372,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
367,467,8372,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
368,110500,9776,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
369,110500,9776,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Cover
370,110500,9776,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
371,110500,9776,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
372,1824,9810,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Contain,Normal,Cover
373,1824,9810,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
374,1824,9810,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
375,1824,9810,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
376,1824,9810,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
377,1824,9810,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
378,468,10268,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
379,468,10268,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
380,468,10268,2/22/2012 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
381,468,10268,9/20/2013 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
382,468,10268,9/19/2014 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
383,468,10268,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
384,1746,8534,2/22/2010 0:00,Slow,Little,Short,Organised,Safe,Little,Normal,Organised,Deep,Contain,Narrow,Cover
385,1746,8534,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
386,1746,8534,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
387,1746,8534,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
388,1746,8534,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
389,1746,8534,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
390,162,8398,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Organised,High,Double,Wide,Cover
391,162,8398,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
392,162,8398,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
393,162,8398,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
394,162,8398,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
395,452,8558,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Lots,Organised,High,Press,Normal,Cover
396,452,8558,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
397,452,8558,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
398,452,8558,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
399,452,8558,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
400,452,8558,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
401,10020,7842,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
402,10020,7842,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
403,10020,7842,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
404,2013,6351,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
405,7,8668,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Double,Normal,Cover
406,7,8668,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
407,7,8668,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
408,7,8668,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Cover
409,7,8668,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
410,7,8668,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Cover
411,111271,4087,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
412,111271,4087,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
413,111271,4087,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
